Treatment,Rep,Row,Col,Day,Cleared
LS,7,4,b,4,0
LS,7,5,b,4,1
LS,7,6,b,4,1
LS,7,7,b,4,1
LS,7,8,b,4,1
LS,7,9,b,4,1
LS,7,10,b,4,1
LS,7,11,b,4,1
LS,7,12,b,4,1
LS,7,13,b,4,1
LS,7,14,b,4,1
LS,7,15,b,4,1
LS,7,16,b,4,1
LS,7,17,b,4,1
LS,7,18,b,4,1
LS,7,19,b,4,1
LS,7,20,b,4,0
LS,7,1,c,2,0
LS,7,2,c,2,0
LS,7,3,c,2,0
LS,7,4,c,2,1
LS,7,5,c,2,0
LS,7,6,c,2,0
LS,7,7,c,2,0
LS,7,8,c,2,0
LS,7,9,c,2,1
LS,7,10,c,2,0
LS,7,11,c,2,1
LS,7,12,c,2,0
LS,7,13,c,2,0
LS,7,14,c,2,0
LS,7,15,c,2,1
LS,7,16,c,2,0
LS,7,17,c,2,0
LS,7,18,c,2,0
LS,7,19,c,2,0
LS,7,20,c,2,0
LS,7,1,c,4,0
LS,7,2,c,4,1
LS,7,3,c,4,0
LS,7,4,c,4,1
LS,7,5,c,4,1
LS,7,6,c,4,1
LS,7,7,c,4,1
LS,7,8,c,4,1
LS,7,9,c,4,1
LS,7,10,c,4,1
LS,7,11,c,4,1
LS,7,12,c,4,1
LS,7,13,c,4,0
LS,7,14,c,4,0
LS,7,15,c,4,1
LS,7,16,c,4,1
LS,7,17,c,4,1
LS,7,18,c,4,1
LS,7,19,c,4,1
LS,7,20,c,4,1
LS,7,1,d,2,0
LS,7,2,d,2,0
LS,7,3,d,2,0
LS,7,4,d,2,0
LS,7,5,d,2,0
LS,7,6,d,2,0
LS,7,7,d,2,0
LS,7,8,d,2,0
LS,7,9,d,2,0
LS,7,10,d,2,0
LS,7,11,d,2,0
LS,7,12,d,2,0
LS,7,13,d,2,0
LS,7,14,d,2,0
LS,7,15,d,2,0
LS,7,16,d,2,0
LS,7,17,d,2,0
LS,7,18,d,2,0
LS,7,19,d,2,0
LS,7,20,d,2,0
LS,7,1,d,4,0
LS,7,2,d,4,1
LS,7,3,d,4,1
LS,7,4,d,4,1
LS,7,5,d,4,0
LS,7,6,d,4,1
LS,7,7,d,4,1
LS,7,8,d,4,1
LS,7,9,d,4,1
LS,7,10,d,4,1
LS,7,11,d,4,1
LS,7,12,d,4,1
LS,7,13,d,4,1
LS,7,14,d,4,1
LS,7,15,d,4,1
LS,7,16,d,4,1
LS,7,17,d,4,1
LS,7,18,d,4,1
LS,7,19,d,4,1
LS,7,20,d,4,0
LS,7,1,e,2,0
LS,7,2,e,2,0
LS,7,3,e,2,0
LS,7,4,e,2,0
LS,7,5,e,2,0
LS,7,6,e,2,1
LS,7,7,e,2,1
LS,7,8,e,2,0
LS,7,9,e,2,0
LS,7,10,e,2,0
LS,7,11,e,2,1
LS,7,12,e,2,0
LS,7,13,e,2,0
LS,7,14,e,2,0
LS,7,15,e,2,0
LS,7,16,e,2,0
LS,7,17,e,2,0
LS,7,18,e,2,1
LS,7,19,e,2,0
LS,7,20,e,2,0
LS,7,1,e,4,0
LS,7,2,e,4,1
LS,7,3,e,4,1
LS,7,4,e,4,1
LS,7,5,e,4,1
LS,7,6,e,4,1
LS,7,7,e,4,1
LS,7,8,e,4,1
LS,7,9,e,4,1
LS,7,10,e,4,1
LS,7,11,e,4,1
LS,7,12,e,4,1
LS,7,13,e,4,1
LS,7,14,e,4,1
LS,7,15,e,4,1
LS,7,16,e,4,1
LS,7,17,e,4,1
LS,7,18,e,4,1
LS,7,19,e,4,1
LS,7,20,e,4,1
LS,7,1,f,2,0
LS,7,2,f,2,0
LS,7,3,f,2,0
LS,7,4,f,2,0
LS,7,5,f,2,0
LS,7,6,f,2,1
LS,7,7,f,2,0
LS,7,8,f,2,0
LS,7,9,f,2,0
LS,7,10,f,2,0
LS,7,11,f,2,0
LS,7,12,f,2,0
LS,7,13,f,2,0
LS,7,14,f,2,0
LS,7,15,f,2,0
LS,7,16,f,2,0
LS,7,17,f,2,0
LS,7,18,f,2,0
LS,7,19,f,2,0
LS,7,20,f,2,0
LS,7,1,f,4,0
LS,7,2,f,4,1
LS,7,3,f,4,1
LS,7,4,f,4,1
LS,7,5,f,4,1
LS,7,6,f,4,1
LS,7,7,f,4,1
LS,7,8,f,4,1
LS,7,9,f,4,1
LS,7,10,f,4,1
LS,7,11,f,4,1
LS,7,12,f,4,1
LS,7,13,f,4,1
LS,7,14,f,4,1
LS,7,15,f,4,1
LS,7,16,f,4,1
LS,7,17,f,4,1
LS,7,18,f,4,1
LS,7,19,f,4,1
LS,7,20,f,4,1
LS,7,1,g,2,0
LS,7,2,g,2,0
LS,7,3,g,2,0
LS,7,4,g,2,0
LS,7,5,g,2,0
LS,7,6,g,2,0
LS,7,7,g,2,0
LS,7,8,g,2,0
LS,7,9,g,2,0
LS,7,10,g,2,0
LS,7,11,g,2,1
LS,7,12,g,2,0
LS,7,13,g,2,0
LS,7,14,g,2,0
LS,7,15,g,2,0
LS,7,16,g,2,0
LS,7,17,g,2,0
LS,7,18,g,2,0
LS,7,19,g,2,0
LS,7,20,g,2,0
LS,7,1,g,4,1
LS,7,2,g,4,0
LS,7,3,g,4,1
LS,7,4,g,4,1
LS,7,5,g,4,1
LS,7,6,g,4,1
LS,7,7,g,4,1
LS,7,8,g,4,1
LS,7,9,g,4,1
LS,7,10,g,4,1
LS,7,11,g,4,1
LS,7,12,g,4,1
LS,7,13,g,4,1
LS,7,14,g,4,1
LS,7,15,g,4,1
LS,7,16,g,4,1
LS,7,17,g,4,1
LS,7,18,g,4,1
LS,7,19,g,4,1
LS,7,20,g,4,1
LS,7,1,h,2,0
LS,7,2,h,2,0
LS,7,3,h,2,0
LS,7,4,h,2,0
LS,7,5,h,2,0
LS,7,6,h,2,0
LS,7,7,h,2,0
LS,7,8,h,2,0
LS,7,9,h,2,0
LS,7,10,h,2,0
LS,7,11,h,2,0
LS,7,12,h,2,0
LS,7,13,h,2,0
LS,7,14,h,2,0
LS,7,15,h,2,0
LS,7,16,h,2,1
LS,7,17,h,2,0
LS,7,18,h,2,0
LS,7,19,h,2,0
LS,7,20,h,2,0
LS,7,1,h,4,0
LS,7,2,h,4,1
LS,7,3,h,4,1
LS,7,4,h,4,1
LS,7,5,h,4,1
LS,7,6,h,4,1
LS,7,7,h,4,1
LS,7,8,h,4,0
LS,7,9,h,4,1
LS,7,10,h,4,1
LS,7,11,h,4,1
LS,7,12,h,4,1
LS,7,13,h,4,1
LS,7,14,h,4,1
LS,7,15,h,4,1
LS,7,16,h,4,1
LS,7,17,h,4,1
LS,7,18,h,4,1
LS,7,19,h,4,1
LS,7,20,h,4,0
LS,7,1,i,2,0
LS,7,2,i,2,0
LS,7,3,i,2,1
LS,7,4,i,2,0
LS,7,5,i,2,1
LS,7,6,i,2,0
LS,7,7,i,2,0
LS,7,8,i,2,0
LS,7,9,i,2,0
LS,7,10,i,2,1
LS,7,11,i,2,1
LS,7,12,i,2,0
LS,7,13,i,2,0
LS,7,14,i,2,0
LS,7,15,i,2,0
LS,7,16,i,2,0
LS,7,17,i,2,0
LS,7,18,i,2,0
LS,7,19,i,2,0
LS,7,20,i,2,0
LS,7,1,i,4,1
LS,7,2,i,4,1
LS,7,3,i,4,1
LS,7,4,i,4,1
LS,7,5,i,4,1
LS,7,6,i,4,1
LS,7,7,i,4,1
LS,7,8,i,4,1
LS,7,9,i,4,1
LS,7,10,i,4,1
LS,7,11,i,4,1
LS,7,12,i,4,1
LS,7,13,i,4,1
LS,7,14,i,4,1
LS,7,15,i,4,1
LS,7,16,i,4,1
LS,7,17,i,4,1
LS,7,18,i,4,1
LS,7,19,i,4,1
LS,7,20,i,4,1
LS,7,1,j,2,0
LS,7,2,j,2,0
LS,7,3,j,2,0
LS,7,4,j,2,0
LS,7,5,j,2,0
LS,7,6,j,2,0
LS,7,7,j,2,0
LS,7,8,j,2,0
LS,7,9,j,2,0
LS,7,10,j,2,0
LS,7,11,j,2,0
LS,7,12,j,2,1
LS,7,13,j,2,0
LS,7,14,j,2,1
LS,7,15,j,2,0
LS,7,16,j,2,0
LS,7,17,j,2,0
LS,7,18,j,2,0
LS,7,19,j,2,0
LS,7,20,j,2,0
LS,7,1,j,4,0
LS,7,2,j,4,1
LS,7,3,j,4,1
LS,7,4,j,4,1
LS,7,5,j,4,0
LS,7,6,j,4,1
LS,7,7,j,4,1
LS,7,8,j,4,1
LS,7,9,j,4,1
LS,7,10,j,4,1
LS,7,11,j,4,1
LS,7,12,j,4,1
LS,7,13,j,4,1
LS,7,14,j,4,1
LS,7,15,j,4,1
LS,7,16,j,4,0
LS,7,17,j,4,1
LS,7,18,j,4,1
LS,7,19,j,4,1
LS,7,20,j,4,1
LS,7,1,k,2,0
LS,7,2,k,2,0
LS,7,3,k,2,0
LS,7,4,k,2,0
LS,7,5,k,2,0
LS,7,6,k,2,0
LS,7,7,k,2,0
LS,7,8,k,2,0
LS,7,9,k,2,0
LS,7,10,k,2,1
LS,7,11,k,2,0
LS,7,12,k,2,0
LS,7,13,k,2,0
LS,7,14,k,2,0
LS,7,15,k,2,0
LS,7,16,k,2,0
LS,7,17,k,2,0
LS,7,18,k,2,0
LS,7,19,k,2,0
LS,7,20,k,2,0
LS,7,1,k,4,0
LS,7,2,k,4,0
LS,7,3,k,4,1
LS,7,4,k,4,1
LS,7,5,k,4,0
LS,7,6,k,4,1
LS,7,7,k,4,1
LS,7,8,k,4,1
LS,7,9,k,4,1
LS,7,10,k,4,1
LS,7,11,k,4,1
LS,7,12,k,4,1
LS,7,13,k,4,1
LS,7,14,k,4,1
LS,7,15,k,4,1
LS,7,16,k,4,1
LS,7,17,k,4,1
LS,7,18,k,4,1
LS,7,19,k,4,1
LS,7,20,k,4,1
LS,7,1,l,2,0
LS,7,2,l,2,0
LS,7,3,l,2,0
LS,7,4,l,2,0
LS,7,5,l,2,0
LS,7,6,l,2,1
LS,7,7,l,2,0
LS,7,8,l,2,1
LS,7,9,l,2,0
LS,7,10,l,2,0
LS,7,11,l,2,0
LS,7,12,l,2,0
LS,7,13,l,2,0
LS,7,14,l,2,0
LS,7,15,l,2,1
LS,7,16,l,2,0
LS,7,17,l,2,0
LS,7,18,l,2,0
LS,7,19,l,2,0
LS,7,20,l,2,0
LS,7,1,l,4,1
LS,7,2,l,4,0
LS,7,3,l,4,1
LS,7,4,l,4,1
LS,7,5,l,4,0
LS,7,6,l,4,1
LS,7,7,l,4,1
LS,7,8,l,4,1
LS,7,9,l,4,1
LS,7,10,l,4,0
LS,7,11,l,4,1
LS,7,12,l,4,1
LS,7,13,l,4,1
LS,7,14,l,4,1
LS,7,15,l,4,1
LS,7,16,l,4,0
LS,7,17,l,4,1
LS,7,18,l,4,1
LS,7,19,l,4,1
LS,7,20,l,4,0
LS,7,1,m,2,0
LS,7,2,m,2,0
LS,7,3,m,2,0
LS,7,4,m,2,0
LS,7,5,m,2,0
LS,7,6,m,2,0
LS,7,7,m,2,0
LS,7,8,m,2,0
LS,7,9,m,2,0
LS,7,10,m,2,0
LS,7,11,m,2,1
LS,7,12,m,2,0
LS,7,13,m,2,0
LS,7,14,m,2,1
LS,7,15,m,2,1
LS,7,16,m,2,0
LS,7,17,m,2,0
LS,7,18,m,2,0
LS,7,19,m,2,0
LS,7,20,m,2,0
LS,7,1,m,4,1
LS,7,2,m,4,0
LS,7,3,m,4,1
LS,7,4,m,4,1
LS,7,5,m,4,1
LS,7,6,m,4,0
LS,7,7,m,4,1
LS,7,8,m,4,1
LS,7,9,m,4,1
LS,7,10,m,4,1
LS,7,11,m,4,1
LS,7,12,m,4,1
LS,7,13,m,4,1
LS,7,14,m,4,1
LS,7,15,m,4,1
LS,7,16,m,4,1
LS,7,17,m,4,0
LS,7,18,m,4,0
LS,7,19,m,4,1
LS,7,20,m,4,0
LS,7,1,n,2,0
LS,7,2,n,2,0
LS,7,3,n,2,0
LS,7,4,n,2,0
LS,7,5,n,2,0
LS,7,6,n,2,0
LS,7,7,n,2,0
LS,7,8,n,2,0
LS,7,9,n,2,0
LS,7,10,n,2,0
LS,7,11,n,2,0
LS,7,12,n,2,0
LS,7,13,n,2,0
LS,7,14,n,2,0
LS,7,15,n,2,0
LS,7,16,n,2,0
LS,7,17,n,2,0
LS,7,18,n,2,0
LS,7,19,n,2,0
LS,7,20,n,2,0
LS,7,1,n,4,1
LS,7,2,n,4,0
LS,7,3,n,4,1
LS,7,4,n,4,1
LS,7,5,n,4,1
LS,7,6,n,4,1
LS,7,7,n,4,1
LS,7,8,n,4,1
LS,7,9,n,4,1
LS,7,10,n,4,0
LS,7,11,n,4,1
LS,7,12,n,4,1
LS,7,13,n,4,1
LS,7,14,n,4,1
LS,7,15,n,4,1
LS,7,16,n,4,1
LS,7,17,n,4,1
LS,7,18,n,4,1
LS,7,19,n,4,0
LS,7,20,n,4,0
LS,7,1,o,2,0
LS,7,2,o,2,0
LS,7,3,o,2,0
LS,7,4,o,2,0
LS,7,5,o,2,0
LS,7,6,o,2,0
LS,7,7,o,2,0
LS,7,8,o,2,0
LS,7,9,o,2,0
LS,7,10,o,2,0
LS,7,11,o,2,0
LS,7,12,o,2,0
LS,7,13,o,2,0
LS,7,14,o,2,1
LS,7,15,o,2,0
LS,7,16,o,2,0
LS,7,17,o,2,0
LS,7,18,o,2,0
LS,7,19,o,2,0
LS,7,20,o,2,0
LS,7,1,o,4,0
LS,7,2,o,4,0
LS,7,3,o,4,1
LS,7,4,o,4,1
LS,7,5,o,4,1
LS,7,6,o,4,1
LS,7,7,o,4,1
LS,7,8,o,4,1
LS,7,9,o,4,1
LS,7,10,o,4,1
LS,7,11,o,4,1
LS,7,12,o,4,1
LS,7,13,o,4,1
LS,7,14,o,4,1
LS,7,15,o,4,1
LS,7,16,o,4,1
LS,7,17,o,4,0
LS,7,18,o,4,1
LS,7,19,o,4,1
LS,7,20,o,4,1
LS,8,1,a,2,0
LS,8,2,a,2,0
LS,8,3,a,2,0
LS,8,4,a,2,0
LS,8,5,a,2,0
LS,8,6,a,2,1
LS,8,7,a,2,0
LS,8,8,a,2,1
LS,8,9,a,2,1
LS,8,10,a,2,1
LS,8,11,a,2,0
LS,8,12,a,2,0
LS,8,13,a,2,1
LS,8,14,a,2,1
LS,8,15,a,2,1
LS,8,16,a,2,0
LS,8,17,a,2,0
LS,8,18,a,2,0
LS,8,19,a,2,0
LS,8,20,a,2,0
LS,8,1,a,4,0
LS,8,2,a,4,0
LS,8,3,a,4,1
LS,8,4,a,4,1
LS,8,5,a,4,1
LS,8,6,a,4,1
LS,8,7,a,4,1
LS,8,8,a,4,1
LS,8,9,a,4,1
LS,8,10,a,4,1
LS,8,11,a,4,1
LS,8,12,a,4,1
LS,8,13,a,4,1
LS,8,14,a,4,1
LS,8,15,a,4,1
LS,8,16,a,4,0
LS,8,17,a,4,1
LS,8,18,a,4,1
LS,8,19,a,4,1
LS,8,20,a,4,0
LS,8,1,b,2,0
LS,8,2,b,2,1
LS,8,3,b,2,0
LS,8,4,b,2,0
LS,8,5,b,2,1
LS,8,6,b,2,1
LS,8,7,b,2,1
LS,8,8,b,2,1
LS,8,9,b,2,1
LS,8,10,b,2,1
LS,8,11,b,2,1
LS,8,12,b,2,0
LS,8,13,b,2,0
LS,8,14,b,2,0
LS,8,15,b,2,0
LS,8,16,b,2,1
LS,8,17,b,2,0
LS,8,18,b,2,0
LS,8,19,b,2,0
LS,8,20,b,2,0
LS,8,1,b,4,1
LS,8,2,b,4,1
LS,8,3,b,4,1
LS,8,4,b,4,1
LS,8,5,b,4,1
LS,8,6,b,4,1
LS,8,7,b,4,1
LS,8,8,b,4,1
LS,8,9,b,4,1
LS,8,10,b,4,1
LS,8,11,b,4,1
LS,8,12,b,4,1
LS,8,13,b,4,1
LS,8,14,b,4,1
LS,8,15,b,4,1
LS,8,16,b,4,1
LS,8,17,b,4,1
LS,8,18,b,4,1
LS,8,19,b,4,1
LS,8,20,b,4,0
LS,8,1,c,2,0
LS,8,2,c,2,0
LS,8,3,c,2,0
LS,8,4,c,2,0
LS,8,5,c,2,1
LS,8,6,c,2,0
LS,8,7,c,2,0
LS,8,8,c,2,1
LS,8,9,c,2,1
LS,8,10,c,2,1
LS,8,11,c,2,1
LS,8,12,c,2,1
LS,8,13,c,2,1
LS,8,14,c,2,1
LS,8,15,c,2,1
LS,8,16,c,2,0
LS,8,17,c,2,0
LS,8,18,c,2,0
LS,8,19,c,2,0
LS,8,20,c,2,1
LS,8,1,c,4,1
LS,8,2,c,4,1
LS,8,3,c,4,1
LS,8,4,c,4,1
LS,8,5,c,4,1
LS,8,6,c,4,1
LS,8,7,c,4,1
LS,8,8,c,4,1
LS,8,9,c,4,1
LS,8,10,c,4,1
LS,8,11,c,4,1
LS,8,12,c,4,1
LS,8,13,c,4,1
LS,8,14,c,4,1
LS,8,15,c,4,1
LS,8,16,c,4,1
LS,8,17,c,4,1
LS,8,18,c,4,1
LS,8,19,c,4,1
LS,8,20,c,4,1
LS,8,1,d,2,0
LS,8,2,d,2,1
LS,8,3,d,2,0
LS,8,4,d,2,0
LS,8,5,d,2,1
LS,8,6,d,2,0
LS,8,7,d,2,1
LS,8,8,d,2,1
LS,8,9,d,2,1
LS,8,10,d,2,1
LS,8,11,d,2,1
LS,8,12,d,2,1
LS,8,13,d,2,1
LS,8,14,d,2,1
LS,8,15,d,2,0
LS,8,16,d,2,1
LS,8,17,d,2,1
LS,8,18,d,2,0
LS,8,19,d,2,0
LS,8,20,d,2,0
LS,8,1,d,4,1
LS,8,2,d,4,1
LS,8,3,d,4,1
LS,8,4,d,4,1
LS,8,5,d,4,1
LS,8,6,d,4,1
LS,8,7,d,4,1
LS,8,8,d,4,1
LS,8,9,d,4,1
LS,8,10,d,4,1
LS,8,11,d,4,1
LS,8,12,d,4,1
LS,8,13,d,4,1
LS,8,14,d,4,1
LS,8,15,d,4,1
LS,8,16,d,4,1
LS,8,17,d,4,1
LS,8,18,d,4,1
LS,8,19,d,4,1
LS,8,20,d,4,0
LS,8,1,e,2,0
LS,8,2,e,2,0
LS,8,3,e,2,0
LS,8,4,e,2,1
LS,8,5,e,2,0
LS,8,6,e,2,0
LS,8,7,e,2,1
LS,8,8,e,2,1
LS,8,9,e,2,0
LS,8,10,e,2,1
LS,8,11,e,2,1
LS,8,12,e,2,1
LS,8,13,e,2,1
LS,8,14,e,2,1
LS,8,15,e,2,1
LS,8,16,e,2,0
LS,8,17,e,2,1
LS,8,18,e,2,0
LS,8,19,e,2,1
LS,8,20,e,2,1
LS,8,1,e,4,1
LS,8,2,e,4,1
LS,8,3,e,4,1
LS,8,4,e,4,1
LS,8,5,e,4,1
LS,8,6,e,4,1
LS,8,7,e,4,1
LS,8,8,e,4,1
LS,8,9,e,4,1
LS,8,10,e,4,1
LS,8,11,e,4,1
LS,8,12,e,4,1
LS,8,13,e,4,1
LS,8,14,e,4,1
LS,8,15,e,4,1
LS,8,16,e,4,1
LS,8,17,e,4,1
LS,8,18,e,4,1
LS,8,19,e,4,1
LS,8,20,e,4,1
LS,8,1,f,2,0
LS,8,2,f,2,0
LS,8,3,f,2,1
LS,8,4,f,2,0
LS,8,5,f,2,1
LS,8,6,f,2,1
LS,8,7,f,2,1
LS,8,8,f,2,0
LS,8,9,f,2,1
LS,8,10,f,2,1
LS,8,11,f,2,1
LS,8,12,f,2,1
LS,8,13,f,2,1
LS,8,14,f,2,1
LS,8,15,f,2,1
LS,8,16,f,2,0
LS,8,17,f,2,0
LS,8,18,f,2,0
LS,8,19,f,2,0
LS,8,20,f,2,0
LS,8,1,f,4,1
LS,8,2,f,4,1
LS,8,3,f,4,1
LS,8,4,f,4,1
LS,8,5,f,4,1
LS,8,6,f,4,1
LS,8,7,f,4,1
LS,8,8,f,4,1
LS,8,9,f,4,1
LS,8,10,f,4,1
LS,8,11,f,4,1
LS,8,12,f,4,1
LS,8,13,f,4,1
LS,8,14,f,4,1
LS,8,15,f,4,1
LS,8,16,f,4,1
LS,8,17,f,4,1
LS,8,18,f,4,1
LS,8,19,f,4,1
LS,8,20,f,4,1
LS,8,1,g,2,0
LS,8,2,g,2,0
LS,8,3,g,2,1
LS,8,4,g,2,0
LS,8,5,g,2,0
LS,8,6,g,2,0
LS,8,7,g,2,1
LS,8,8,g,2,1
LS,8,9,g,2,1
LS,8,10,g,2,1
LS,8,11,g,2,1
LS,8,12,g,2,1
LS,8,13,g,2,1
LS,8,14,g,2,1
LS,8,15,g,2,0
LS,8,16,g,2,1
LS,8,17,g,2,1
LS,8,18,g,2,0
LS,8,19,g,2,0
LS,8,20,g,2,0
LS,8,1,g,4,0
LS,8,2,g,4,1
LS,8,3,g,4,1
LS,8,4,g,4,1
LS,8,5,g,4,1
LS,8,6,g,4,1
LS,8,7,g,4,1
LS,8,8,g,4,1
LS,8,9,g,4,1
LS,8,10,g,4,1
LS,8,11,g,4,1
LS,8,12,g,4,1
LS,8,13,g,4,1
LS,8,14,g,4,1
LS,8,15,g,4,1
LS,8,16,g,4,1
LS,8,17,g,4,1
LS,8,18,g,4,1
LS,8,19,g,4,1
LS,8,20,g,4,1
LS,8,1,h,2,1
LS,8,2,h,2,1
LS,8,3,h,2,1
LS,8,4,h,2,1
LS,8,5,h,2,1
LS,8,6,h,2,1
LS,8,7,h,2,0
LS,8,8,h,2,1
LS,8,9,h,2,1
LS,8,10,h,2,1
LS,8,11,h,2,1
LS,8,12,h,2,1
LS,8,13,h,2,1
LS,8,14,h,2,1
LS,8,15,h,2,0
LS,8,16,h,2,0
LS,8,17,h,2,0
LS,8,18,h,2,0
LS,8,19,h,2,0
LS,8,20,h,2,0
LS,8,1,h,4,1
LS,8,2,h,4,1
LS,8,3,h,4,1
LS,8,4,h,4,1
LS,8,5,h,4,1
LS,8,6,h,4,1
LS,8,7,h,4,1
LS,8,8,h,4,1
LS,8,9,h,4,1
LS,8,10,h,4,1
LS,8,11,h,4,1
LS,8,12,h,4,1
LS,8,13,h,4,1
LS,8,14,h,4,1
LS,8,15,h,4,1
LS,8,16,h,4,1
LS,8,17,h,4,1
LS,8,18,h,4,1
LS,8,19,h,4,1
LS,8,20,h,4,1
LS,8,1,i,2,0
LS,8,2,i,2,0
LS,8,3,i,2,0
LS,8,4,i,2,0
LS,8,5,i,2,0
LS,8,6,i,2,0
LS,8,7,i,2,0
LS,8,8,i,2,0
LS,8,9,i,2,0
LS,8,10,i,2,0
LS,8,11,i,2,0
LS,8,12,i,2,0
LS,8,13,i,2,1
LS,8,14,i,2,1
LS,8,15,i,2,1
LS,8,16,i,2,0
LS,8,17,i,2,0
LS,8,18,i,2,0
LS,8,19,i,2,0
LS,8,20,i,2,0
LS,8,1,i,4,1
LS,8,2,i,4,1
LS,8,3,i,4,1
LS,8,4,i,4,1
LS,8,5,i,4,1
LS,8,6,i,4,1
LS,8,7,i,4,1
LS,8,8,i,4,1
LS,8,9,i,4,1
LS,8,10,i,4,1
LS,8,11,i,4,1
LS,8,12,i,4,1
LS,8,13,i,4,1
LS,8,14,i,4,1
LS,8,15,i,4,1
LS,8,16,i,4,1
LS,8,17,i,4,1
LS,8,18,i,4,1
LS,8,19,i,4,1
LS,8,20,i,4,1
LS,8,1,j,2,0
LS,8,2,j,2,1
LS,8,3,j,2,0
LS,8,4,j,2,1
LS,8,5,j,2,0
LS,8,6,j,2,0
LS,8,7,j,2,0
LS,8,8,j,2,0
LS,8,9,j,2,0
LS,8,10,j,2,1
LS,8,11,j,2,1
LS,8,12,j,2,0
LS,8,13,j,2,0
LS,8,14,j,2,1
LS,8,15,j,2,0
LS,8,16,j,2,1
LS,8,17,j,2,0
LS,8,18,j,2,0
LS,8,19,j,2,0
LS,8,20,j,2,0
LS,8,1,j,4,1
LS,8,2,j,4,1
LS,8,3,j,4,1
LS,8,4,j,4,1
LS,8,5,j,4,1
LS,8,6,j,4,1
LS,8,7,j,4,1
LS,8,8,j,4,1
LS,8,9,j,4,1
LS,8,10,j,4,1
LS,8,11,j,4,1
LS,8,12,j,4,1
LS,8,13,j,4,1
LS,8,14,j,4,1
LS,8,15,j,4,1
LS,8,16,j,4,1
LS,8,17,j,4,1
LS,8,18,j,4,1
LS,8,19,j,4,1
LS,8,20,j,4,1
LS,8,1,k,2,0
LS,8,2,k,2,0
LS,8,3,k,2,0
LS,8,4,k,2,0
LS,8,5,k,2,1
LS,8,6,k,2,1
LS,8,7,k,2,1
LS,8,8,k,2,1
LS,8,9,k,2,0
LS,8,10,k,2,1
LS,8,11,k,2,1
LS,8,12,k,2,1
LS,8,13,k,2,1
LS,8,14,k,2,0
LS,8,15,k,2,1
LS,8,16,k,2,1
LS,8,17,k,2,0
LS,8,18,k,2,1
LS,8,19,k,2,0
LS,8,20,k,2,0
LS,8,1,k,4,1
LS,8,2,k,4,1
LS,8,3,k,4,1
LS,8,4,k,4,1
LS,8,5,k,4,1
LS,8,6,k,4,1
LS,8,7,k,4,1
LS,8,8,k,4,1
LS,8,9,k,4,1
LS,8,10,k,4,1
LS,8,11,k,4,1
LS,8,12,k,4,1
LS,8,13,k,4,1
LS,8,14,k,4,1
LS,8,15,k,4,1
LS,8,16,k,4,1
LS,8,17,k,4,1
LS,8,18,k,4,1
LS,8,19,k,4,1
LS,8,20,k,4,1
LS,8,1,l,2,1
LS,8,2,l,2,0
LS,8,3,l,2,0
LS,8,4,l,2,0
LS,8,5,l,2,0
LS,8,6,l,2,0
LS,8,7,l,2,1
LS,8,8,l,2,1
LS,8,9,l,2,1
LS,8,10,l,2,1
LS,8,11,l,2,0
LS,8,12,l,2,0
LS,8,13,l,2,0
LS,8,14,l,2,0
LS,8,15,l,2,1
LS,8,16,l,2,1
LS,8,17,l,2,0
LS,8,18,l,2,0
LS,8,19,l,2,1
LS,8,20,l,2,0
LS,8,1,l,4,1
LS,8,2,l,4,1
LS,8,3,l,4,1
LS,8,4,l,4,1
LS,8,5,l,4,1
LS,8,6,l,4,1
LS,8,7,l,4,1
LS,8,8,l,4,1
LS,8,9,l,4,1
LS,8,10,l,4,1
LS,8,11,l,4,1
LS,8,12,l,4,1
LS,8,13,l,4,1
LS,8,14,l,4,1
LS,8,15,l,4,1
LS,8,16,l,4,1
LS,8,17,l,4,1
LS,8,18,l,4,1
LS,8,19,l,4,1
LS,8,20,l,4,0
LS,8,1,m,2,0
LS,8,2,m,2,0
LS,8,3,m,2,1
LS,8,4,m,2,0
LS,8,5,m,2,0
LS,8,6,m,2,1
LS,8,7,m,2,0
LS,8,8,m,2,1
LS,8,9,m,2,1
LS,8,10,m,2,0
LS,8,11,m,2,1
LS,8,12,m,2,0
LS,8,13,m,2,1
LS,8,14,m,2,0
LS,8,15,m,2,1
LS,8,16,m,2,1
LS,8,17,m,2,1
LS,8,18,m,2,0
LS,8,19,m,2,0
LS,8,20,m,2,0
LS,8,1,m,4,0
LS,8,2,m,4,0
LS,8,3,m,4,1
LS,8,4,m,4,1
LS,8,5,m,4,1
LS,8,6,m,4,1
LS,8,7,m,4,1
LS,8,8,m,4,1
LS,8,9,m,4,1
LS,8,10,m,4,1
LS,8,11,m,4,1
LS,8,12,m,4,1
LS,8,13,m,4,1
LS,8,14,m,4,1
LS,8,15,m,4,1
LS,8,16,m,4,1
LS,8,17,m,4,1
LS,8,18,m,4,1
LS,8,19,m,4,1
LS,8,20,m,4,1
LS,8,1,n,2,0
LS,8,2,n,2,1
LS,8,3,n,2,1
LS,8,4,n,2,1
LS,8,5,n,2,0
LS,8,6,n,2,0
LS,8,7,n,2,1
LS,8,8,n,2,0
LS,8,9,n,2,0
LS,8,10,n,2,0
LS,8,11,n,2,1
LS,8,12,n,2,1
LS,8,13,n,2,1
LS,8,14,n,2,1
LS,8,15,n,2,0
LS,8,16,n,2,1
LS,8,17,n,2,1
LS,8,18,n,2,1
